,date,menu_item,stock_count,orders,menu_item_id,in_children_menu,max_stock_quantity,Children_Event,Music_Event,fest_name
208,2016-02-12,Tea,205,112,33,0,158,No,No,
209,2016-02-12,rice pudding,178,117,34,1,198,No,No,
210,2016-03-10,Biscuit Tortoni,147,69,0,0,163,No,No,
211,2016-03-10,Blue Point Oysters,145,80,1,0,161,No,No,
212,2016-03-10,Boiled eggs,136,110,2,0,113,No,No,
213,2016-03-10,Boiled potatoes,241,83,3,0,172,No,No,
214,2016-03-10,Chicken Sandwich,80,63,4,1,134,No,No,
215,2016-03-10,Chocolate Ice Cream,184,131,5,0,167,No,No,
216,2016-03-10,Corned Beef Hash,176,131,6,0,135,No,No,
217,2016-03-10,Crab Flake Cocktail,38,38,7,0,76,No,No,
218,2016-03-10,Crackers,53,53,8,0,66,No,No,
219,2016-03-10,Cream Cheese,51,51,9,0,127,No,No,
220,2016-03-10,Dessert,194,134,10,0,149,No,No,
221,2016-03-10,French fried potatoes,90,90,11,1,64,No,No,
222,2016-03-10,Fruit,35,35,12,1,116,No,No,
223,2016-03-10,Grapes,203,172,13,1,145,No,No,
224,2016-03-10,Milk,90,90,14,1,113,No,No,
225,2016-03-10,Nesselrode Pudding,82,76,15,0,82,No,No,
226,2016-03-10,Orange Juice,73,73,16,0,183,No,No,
227,2016-03-10,Orange marmalade,28,28,17,0,70,No,No,
228,2016-03-10,Oranges,170,108,18,1,189,No,No,
229,2016-03-10,Oyster cocktail,63,63,19,0,79,No,No,
230,2016-03-10,Pear,61,61,20,0,87,No,No,
231,2016-03-10,Plums,104,104,21,0,87,No,No,
232,2016-03-10,ROQUEFORT CHEESE,81,39,22,0,81,No,No,
233,2016-03-10,STRAWBERRY ICE CREAM,19,19,23,1,65,No,No,
234,2016-03-10,Sardines,67,67,24,0,67,No,No,
235,2016-03-10,Sauterne,92,92,25,0,77,No,No,
236,2016-03-10,Scrambled Eggs,76,76,26,0,190,No,No,
237,2016-03-10,Shrimp Cocktail,80,65,27,0,133,No,No,
238,2016-03-10,Shrimp Salad,162,81,28,0,180,No,No,
239,2016-03-10,Sliced Tomatoes,39,39,29,1,131,No,No,
240,2016-03-10,Stewed Corn,36,36,30,0,91,No,No,
241,2016-03-10,Stewed Prunes,49,49,31,0,122,No,No,
242,2016-03-10,Sweet Potatoes,125,94,32,1,178,No,No,
243,2016-03-10,Tea,63,50,33,0,158,No,No,
244,2016-03-10,rice pudding,277,214,34,1,198,No,No,
245,2016-03-11,Biscuit Tortoni,65,37,0,0,163,No,No,
246,2016-03-11,Blue Point Oysters,129,63,1,0,161,No,No,
247,2016-03-11,Boiled eggs,158,146,2,0,113,No,No,
248,2016-03-11,Boiled potatoes,155,88,3,0,172,No,No,
249,2016-03-11,Chicken Sandwich,67,67,4,1,134,No,No,
250,2016-03-11,Chocolate Ice Cream,184,94,5,0,167,No,No,
251,2016-03-11,Corned Beef Hash,135,87,6,0,135,No,No,
252,2016-03-11,Crab Flake Cocktail,91,91,7,0,76,No,No,
253,2016-03-11,Crackers,53,53,8,0,66,No,No,
254,2016-03-11,Cream Cheese,127,78,9,0,127,No,No,
255,2016-03-11,Dessert,119,56,10,0,149,No,No,
256,2016-03-11,French fried potatoes,83,83,11,1,64,No,No,
257,2016-03-11,Fruit,70,70,12,1,116,No,No,
258,2016-03-11,Grapes,203,187,13,1,145,No,No,
259,2016-03-11,Milk,158,104,14,1,113,No,No,
260,2016-03-11,Nesselrode Pudding,25,25,15,0,82,No,No,
261,2016-03-11,Orange Juice,201,116,16,0,183,No,No,
262,2016-03-11,Orange marmalade,42,42,17,0,70,No,No,
263,2016-03-11,Oranges,208,87,18,1,189,No,No,
264,2016-03-11,Oyster cocktail,103,87,19,0,79,No,No,
265,2016-03-11,Pear,96,96,20,0,87,No,No,
266,2016-03-11,Plums,70,70,21,0,87,No,No,
267,2016-03-11,ROQUEFORT CHEESE,24,24,22,0,81,No,No,
268,2016-03-11,STRAWBERRY ICE CREAM,26,26,23,1,65,No,No,
269,2016-03-11,Sardines,20,20,24,0,67,No,No,
270,2016-03-11,Sauterne,39,39,25,0,77,No,No,
271,2016-03-11,Scrambled Eggs,57,39,26,0,190,No,No,
272,2016-03-11,Shrimp Cocktail,173,94,27,0,133,No,No,
273,2016-03-11,Shrimp Salad,234,138,28,0,180,No,No,
274,2016-03-11,Sliced Tomatoes,170,119,29,1,131,No,No,
275,2016-03-11,Stewed Corn,118,100,30,0,91,No,No,
276,2016-03-11,Stewed Prunes,73,73,31,0,122,No,No,
277,2016-03-11,Sweet Potatoes,125,80,32,1,178,No,No,
278,2016-03-11,Tea,126,78,33,0,158,No,No,
279,2016-03-11,rice pudding,178,99,34,1,198,No,No,
280,2016-03-12,Biscuit Tortoni,114,54,0,0,163,No,No,
281,2016-03-12,Blue Point Oysters,225,112,1,0,161,No,No,
282,2016-03-12,Boiled eggs,124,122,2,0,113,No,No,
283,2016-03-12,Boiled potatoes,69,69,3,0,172,No,No,
284,2016-03-12,Chicken Sandwich,40,40,4,1,134,No,No,
285,2016-03-12,Chocolate Ice Cream,200,117,5,0,167,No,No,
286,2016-03-12,Corned Beef Hash,135,77,6,0,135,No,No,
287,2016-03-12,Crab Flake Cocktail,61,59,7,0,76,No,No,
288,2016-03-12,Crackers,26,26,8,0,66,No,No,
289,2016-03-12,Cream Cheese,102,83,9,0,127,No,No,
290,2016-03-12,Dessert,75,71,10,0,149,No,No,
291,2016-03-12,French fried potatoes,58,58,11,1,64,No,No,
292,2016-03-12,Fruit,46,46,12,1,116,No,No,
293,2016-03-12,Grapes,160,122,13,1,145,No,No,
294,2016-03-12,Milk,102,102,14,1,113,No,No,
295,2016-03-12,Nesselrode Pudding,90,90,15,0,82,No,No,
296,2016-03-12,Orange Juice,238,139,16,0,183,No,No,
297,2016-03-12,Orange marmalade,63,63,17,0,70,No,No,
298,2016-03-12,Oranges,132,132,18,1,189,No,No,
299,2016-03-12,Oyster cocktail,39,39,19,0,79,No,No,
300,2016-03-12,Pear,113,100,20,0,87,No,No,
301,2016-03-12,Plums,52,44,21,0,87,No,No,
302,2016-03-12,ROQUEFORT CHEESE,57,57,22,0,81,No,No,
303,2016-03-12,STRAWBERRY ICE CREAM,19,19,23,1,65,No,No,
304,2016-03-12,Sardines,60,60,24,0,67,No,No,
305,2016-03-12,Sauterne,54,54,25,0,77,No,No,
306,2016-03-12,Scrambled Eggs,57,57,26,0,190,No,No,
307,2016-03-12,Shrimp Cocktail,80,63,27,0,133,No,No,
308,2016-03-12,Shrimp Salad,216,141,28,0,180,No,No,
309,2016-03-12,Sliced Tomatoes,39,39,29,1,131,No,No,
310,2016-03-12,Stewed Corn,127,127,30,0,91,No,No,
311,2016-03-12,Stewed Prunes,122,80,31,0,122,No,No,
312,2016-03-12,Sweet Potatoes,71,71,32,1,178,No,No,
313,2016-03-12,Tea,63,51,33,0,158,No,No,
314,2016-03-12,rice pudding,198,113,34,1,198,No,No,
315,2016-04-10,Biscuit Tortoni,228,153,0,0,163,No,No,
316,2016-04-10,Blue Point Oysters,145,75,1,0,161,No,No,
317,2016-04-10,Boiled eggs,79,51,2,0,113,No,No,
318,2016-04-10,Boiled potatoes,241,129,3,0,172,No,No,
319,2016-04-10,Chicken Sandwich,67,57,4,1,134,No,No,
320,2016-04-10,Chocolate Ice Cream,184,97,5,0,167,No,No,
321,2016-04-10,Corned Beef Hash,67,61,6,0,135,No,No,
322,2016-04-10,Crab Flake Cocktail,106,106,7,0,76,No,No,
323,2016-04-10,Crackers,40,40,8,0,66,No,No,
324,2016-04-10,Cream Cheese,140,134,9,0,127,No,No,
325,2016-04-10,Dessert,45,45,10,0,149,No,No,
326,2016-04-10,French fried potatoes,38,38,11,1,64,No,No,
327,2016-04-10,Fruit,81,81,12,1,116,No,No,
328,2016-04-10,Grapes,101,101,13,1,145,No,No,
329,2016-04-10,Milk,124,87,14,1,113,No,No,
330,2016-04-10,Nesselrode Pudding,90,75,15,0,82,No,No,
331,2016-04-10,Orange Juice,55,55,16,0,183,No,No,
332,2016-04-10,Orange marmalade,63,52,17,0,70,No,No,
333,2016-04-10,Oranges,57,49,18,1,189,No,No,
334,2016-04-10,Oyster cocktail,63,63,19,0,79,No,No,
335,2016-04-10,Pear,26,26,20,0,87,No,No,
336,2016-04-10,Plums,61,61,21,0,87,No,No,
337,2016-04-10,ROQUEFORT CHEESE,89,89,22,0,81,No,No,
338,2016-04-10,STRAWBERRY ICE CREAM,91,91,23,1,65,No,No,
339,2016-04-10,Sardines,60,60,24,0,67,No,No,
340,2016-04-10,Sauterne,100,100,25,0,77,No,No,
341,2016-04-10,Scrambled Eggs,209,80,26,0,190,No,No,
342,2016-04-10,Shrimp Cocktail,133,71,27,0,133,No,No,
343,2016-04-10,Shrimp Salad,198,136,28,0,180,No,No,
344,2016-04-10,Sliced Tomatoes,79,79,29,1,131,No,No,
345,2016-04-10,Stewed Corn,100,100,30,0,91,No,No,
346,2016-04-10,Stewed Prunes,61,61,31,0,122,No,No,
347,2016-04-10,Sweet Potatoes,196,196,32,1,178,No,No,
348,2016-04-10,Tea,158,66,33,0,158,No,No,
349,2016-04-10,rice pudding,257,257,34,1,198,No,No,
350,2016-04-11,Biscuit Tortoni,196,82,0,0,163,No,No,
351,2016-04-11,Blue Point Oysters,225,126,1,0,161,No,No,
352,2016-04-11,Boiled eggs,158,133,2,0,113,No,No,
353,2016-04-11,Boiled potatoes,86,70,3,0,172,No,No,
354,2016-04-11,Chicken Sandwich,94,94,4,1,134,No,No,
355,2016-04-11,Chocolate Ice Cream,217,126,5,0,167,No,No,
356,2016-04-11,Corned Beef Hash,95,78,6,0,135,No,No,
357,2016-04-11,Crab Flake Cocktail,91,63,7,0,76,No,No,
358,2016-04-11,Crackers,92,92,8,0,66,No,No,
359,2016-04-11,Cream Cheese,38,38,9,0,127,No,No,
360,2016-04-11,Dessert,134,52,10,0,149,No,No,
361,2016-04-11,French fried potatoes,90,90,11,1,64,No,No,
362,2016-04-11,Fruit,93,93,12,1,116,No,No,
363,2016-04-11,Grapes,58,58,13,1,145,No,No,
364,2016-04-11,Milk,79,79,14,1,113,No,No,
365,2016-04-11,Nesselrode Pudding,57,57,15,0,82,No,No,
366,2016-04-11,Orange Juice,110,75,16,0,183,No,No,
367,2016-04-11,Orange marmalade,84,84,17,0,70,No,No,
368,2016-04-11,Oranges,246,185,18,1,189,No,No,
369,2016-04-11,Oyster cocktail,39,39,19,0,79,No,No,
370,2016-04-11,Pear,104,90,20,0,87,No,No,
371,2016-04-11,Plums,104,104,21,0,87,No,No,
372,2016-04-11,ROQUEFORT CHEESE,32,32,22,0,81,No,No,
373,2016-04-11,STRAWBERRY ICE CREAM,33,33,23,1,65,No,No,
374,2016-04-11,Sardines,33,33,24,0,67,No,No,
375,2016-04-11,Sauterne,108,76,25,0,77,No,No,
376,2016-04-11,Scrambled Eggs,95,85,26,0,190,No,No,
377,2016-04-11,Shrimp Cocktail,67,67,27,0,133,No,No,
378,2016-04-11,Shrimp Salad,252,107,28,0,180,No,No,
379,2016-04-11,Sliced Tomatoes,105,103,29,1,131,No,No,
380,2016-04-11,Stewed Corn,118,94,30,0,91,No,No,
381,2016-04-11,Stewed Prunes,159,148,31,0,122,No,No,
382,2016-04-11,Sweet Potatoes,249,75,32,1,178,No,No,
383,2016-04-11,Tea,205,138,33,0,158,No,No,
384,2016-04-11,rice pudding,178,90,34,1,198,No,No,
385,2016-04-12,Biscuit Tortoni,81,81,0,0,163,No,Yes,
386,2016-04-12,Blue Point Oysters,161,114,1,0,161,No,Yes,
387,2016-04-12,Boiled eggs,34,34,2,0,113,No,Yes,
388,2016-04-12,Boiled potatoes,120,120,3,0,172,No,Yes,
389,2016-04-12,Chicken Sandwich,147,147,4,1,134,No,Yes,
390,2016-04-12,Chocolate Ice Cream,100,85,5,0,167,No,Yes,
391,2016-04-12,Corned Beef Hash,41,41,6,0,135,No,Yes,
392,2016-04-12,Crab Flake Cocktail,99,99,7,0,76,No,Yes,
393,2016-04-12,Crackers,73,73,8,0,66,No,Yes,
394,2016-04-12,Cream Cheese,114,114,9,0,127,No,Yes,
395,2016-04-12,Dessert,75,75,10,0,149,No,Yes,
396,2016-04-12,French fried potatoes,38,38,11,1,64,No,Yes,
397,2016-04-12,Fruit,46,46,12,1,116,No,Yes,
398,2016-04-12,Grapes,116,102,13,1,145,No,Yes,
399,2016-04-12,Milk,68,68,14,1,113,No,Yes,
400,2016-04-12,Nesselrode Pudding,41,41,15,0,82,No,Yes,
401,2016-04-12,Orange Juice,238,238,16,0,183,No,Yes,
402,2016-04-12,Orange marmalade,21,21,17,0,70,No,Yes,
403,2016-04-12,Oranges,246,231,18,1,189,No,Yes,
404,2016-04-12,Oyster cocktail,55,55,19,0,79,No,Yes,
405,2016-04-12,Pear,113,113,20,0,87,No,Yes,
406,2016-04-12,Plums,35,35,21,0,87,No,Yes,
407,2016-04-12,ROQUEFORT CHEESE,113,113,22,0,81,No,Yes,
408,2016-04-12,STRAWBERRY ICE CREAM,45,45,23,1,65,No,Yes,
409,2016-04-12,Sardines,54,54,24,0,67,No,Yes,
410,2016-04-12,Sauterne,46,46,25,0,77,No,Yes,
411,2016-04-12,Scrambled Eggs,76,70,26,0,190,No,Yes,
412,2016-04-12,Shrimp Cocktail,93,93,27,0,133,No,Yes,
413,2016-04-12,Shrimp Salad,108,108,28,0,180,No,Yes,
414,2016-04-12,Sliced Tomatoes,39,39,29,1,131,No,Yes,
415,2016-04-12,Stewed Corn,91,78,30,0,91,No,Yes,
416,2016-04-12,Stewed Prunes,122,93,31,0,122,No,Yes,
417,2016-04-12,Sweet Potatoes,89,89,32,1,178,No,Yes,
418,2016-04-12,Tea,142,87,33,0,158,No,Yes,
419,2016-04-12,rice pudding,79,79,34,1,198,No,Yes,
420,2016-05-10,Biscuit Tortoni,130,72,0,0,163,No,No,
421,2016-05-10,Blue Point Oysters,209,109,1,0,161,No,No,
422,2016-05-10,Boiled eggs,79,79,2,0,113,No,No,
423,2016-05-10,Boiled potatoes,103,66,3,0,172,No,No,
424,2016-05-10,Chicken Sandwich,67,67,4,1,134,No,No,
